x_birth,y_birth,z_birth,x,y,z,vx,vy,vz,age,n_ISM,spiralarm,morph_type,v_abs,E_SN,r_out,r_in,L_SNR
-10.5946375545,7.82777242219,0.00709422448176,-10.5946375545,7.82777242219,0.00709422448176,71.7012394839,67.20402863,-683.856801661,11331.9339953,1.0,Perseus,delta2d,690.881736903,1e+51,10.0540169228,9.13507977609,1.0768e+33
-16.6533105358,-2.73399851693,0.00266201808229,-16.6533105358,-2.73399851693,0.00266201808229,-9.14623012224,-13.941271714,89.1898492538,11058.9318329,1.0,Perseus,delta2d,90.735008637,1e+51,9.95642140537,9.04640448892,1.0768e+33
-4.66461966875,10.8528054453,-0.107415854495,-4.66461966875,10.8528054453,-0.107415854495,167.727255385,-194.777667548,556.631804675,6411.38392939,1.0,Perseus,delta2d,613.114783666,1e+51,8.00568893022,7.27396896199,1.0768e+33
8.4035398706,-2.83852926559,-0.0364932113733,8.4035398706,-2.83852926559,-0.0364932113733,-77.4847436789,281.270445031,254.184761707,17183.2917671,1.0,Norma,delta2d,386.945528252,1e+51,11.8757362341,10.7902939423,1.0768e+33
10.1916404478,-7.58453996207,0.0136348442078,10.1916404478,-7.58453996207,0.0136348442078,12.2485916323,-12.8089451451,308.07513607,15868.2519476,1.0,Crux Scutum,delta2d,308.584488491,1e+51,11.5034903456,10.452071328,1.0768e+33
5.69990814263,-5.8688550008,-0.0401319103266,5.69990814263,-5.8688550008,-0.0401319103266,68.3805525801,-17.7837048411,-18.7212811695,11142.0255535,1.0,Norma,delta2d,73.0934093996,1e+51,9.98627812865,9.07353230769,1.0768e+33
-4.73304288402,9.72128467786,-0.0443786656683,-4.73304288402,9.72128467786,-0.0443786656683,-493.956834338,-233.101915742,-550.421835565,3566.91375986,1.0,Perseus,delta2d,775.431527847,1e+51,6.3319144873,5.75317750316,1.0768e+33
1.23883077826,-7.64264087411,-0.0162968487626,1.23883077826,-7.64264087411,-0.0162968487626,316.204277162,0.211066751131,-110.43094508,19876.251603,1.0,Norma,delta2d,334.933102389,1e+51,12.5878567399,11.4373266339,1.0768e+33
9.30429047708,15.0162968733,-0.0154824888937,9.30429047708,15.0162968733,-0.0154824888937,262.414679717,-193.54886048,190.028906061,14598.0883799,1.0,Crux Scutum,delta2d,377.403776694,1e+51,11.1259317843,10.1090216192,1.0768e+33
2.67411347867,3.25590702143,-0.00732770296928,2.67411347867,3.25590702143,-0.00732770296928,-243.523686575,304.544831968,-497.190685577,7927.19424042,1.0,Crux Scutum,delta2d,631.862262226,1e+51,8.71496801115,7.91841993493,1.0768e+33
-10.2696702844,-5.72946100695,-0.00252353554939,-10.2696702844,-5.72946100695,-0.00252353554939,325.130023095,95.339114324,-172.723505166,11677.8856103,1.0,Carina Sagittarius,delta2d,380.305782068,1e+51,10.175685696,9.24562802341,1.0768e+33
3.94400358427,0.966458058828,0.0469678078488,3.94400358427,0.966458058828,0.0469678078488,136.408423282,636.804931879,-432.42383767,9291.28796411,1.0,Carina Sagittarius,delta2d,781.740464984,1e+51,9.2864209361,8.43764206254,1.0768e+33
-3.05778273221,-5.53005187308,0.0380158283275,-3.05778273221,-5.53005187308,0.0380158283275,111.187120386,-154.77582746,333.598619518,15212.3541015,1.0,Norma,delta2d,384.195485984,1e+51,11.3108845041,10.2770696604,1.0768e+33
